Year	Grid	Season	Tag	Mass	Status
Y2016	GC	June	H7467	27	None
Y2016	GC	July	H7467	28	None
Y2016	GC	August	H7467	28	None
Y2016	GC	August	H7467	25	None
Y2016	GC	September	H7467	24	None
Y2016	GC	October	H7467	24	None
Y2016	GC	October	H7467	29	None
Y2015	GC	August	H7487	29	None
Y2015	GC	August	H7492	26	None
Y2015	GC	September	H7492	32	None
Y2015	GC	October	H7492	30	None
Y2015	GC	July	H7495	20	None
Y2015	GC	September	H7501	26	None
Y2015	GC	October	H7501	24	None
Y2015	GC	November	H7501	24	None
Y2015	GC	September	H7502	23	None
Y2016	GC	May	H7503	33	None
Y2015	GC	September	H7506	26	None
Y2015	GC	October	H7506	25	None
Y2015	GC	October	H7506	28	None
Y2016	GC	May	H7506	26	None
Y2015	GC	October	H7514	22	None
Y2016	GC	May	H7514	32	None
Y2016	GC	June	H7514	27	None
Y2016	GC	June	H7514	26	None
Y2016	GC	July	H7514	26	None
Y2016	GC	August	H7514	25	None
Y2016	GC	August	H7514	29	None
Y2016	GC	September	H7514	30	None
Y2016	GC	October	H7514	25	None
Y2016	GC	October	H7514	27	None
Y2016	GC	May	H7522	22	None
Y2016	GC	June	H7522	19	None
Y2016	GC	June	H7522	18	None
Y2016	GC	July	H7522	25	None
Y2016	GC	August	H7522	20	None
Y2016	GC	August	H7522	21	None
Y2016	GC	September	H7522	21	None
Y2016	GC	October	H7522	23	None
Y2016	GC	October	H7522	21	None
Y2016	GC	May	H7523	24	None
Y2016	GC	June	H7523	24	None
Y2016	GC	June	H7523	25	None
Y2016	GC	July	H7523	23	None
Y2016	GC	August	H7523	26	None
Y2016	GC	August	H7523	24	None
Y2016	GC	September	H7523	26	None
Y2016	GC	October	H7523	25	None
Y2016	GC	August	H7524	25	None
Y2016	GC	May	H7525	27	None
Y2016	GC	May	H7525	27	None
Y2016	GC	June	H7525	29	None
Y2016	GC	July	H7525	23	None
Y2016	GC	August	H7525	24	None
Y2016	GC	August	H7525	23	None
Y2016	GC	September	H7525	22	None
Y2016	GC	October	H7525	24	None
Y2016	GC	October	H7525	25	None
Y2016	GC	May	H7528	33	None
Y2016	GC	June	H7528	27	None
Y2016	GC	July	H7528	28	None
Y2016	GC	August	H7528	29	None
Y2016	GC	September	H7528	30	None
Y2016	GC	October	H7528	28	None
Y2007	HC	July	H753	18	None
Y2016	GC	May	H7542	21	None
Y2016	GC	June	H7542	24	None
Y2016	GC	June	H7542	26	None
Y2016	GC	July	H7542	26	None
Y2016	GC	August	H7542	25	None
Y2016	GC	August	H7542	25	None
Y2016	GC	May	H7543	26	None
Y2016	GC	June	H7543	28	None
Y2016	GC	June	H7543	23	None
Y2016	GC	July	H7543	23	None
Y2016	GC	August	H7543	24	None
Y2016	GC	September	H7543	24	None
Y2016	GC	May	H7545	23	None
Y2016	GC	June	H7545	27	None
Y2016	GC	June	H7545	25	None
Y2016	GC	July	H7545	25	None
Y2016	GC	August	H7545	26	None
Y2016	GC	August	H7545	27	None
Y2016	GC	September	H7545	26	None
Y2016	GC	October	H7545	24	None
Y2016	GC	May	H7547	24	None
Y2016	GC	June	H7547	28	None
Y2016	GC	July	H7547	28	None
Y2016	GC	August	H7547	27	None
Y2016	GC	September	H7547	29	None
Y2016	GC	October	H7547	26	None
Y2016	GC	May	H7548	24	None
Y2016	GC	June	H7548	25	None
Y2016	GC	June	H7548	21	None
Y2016	GC	July	H7548	22	None
Y2016	GC	August	H7548	23	None
Y2016	GC	August	H7548	24	None
Y2016	GC	September	H7548	26	None
Y2016	GC	October	H7548	24	None
Y2007	HC	July	H755	17	None
Y2007	HC	July	H755	17	None
Y2007	HC	August	H755	19	None
Y2007	HC	September	H755	20	None
Y2007	HC	October	H755	18	None
Y2007	HC	October	H755	20	None
Y2015	GC	September	H7551	28	None
Y2015	GC	October	H7551	30	None
Y2015	GC	September	H7552	26	None
Y2015	GC	October	H7552	30	None
Y2015	GC	October	H7552	26	None
Y2015	GC	September	H7553	22	None
Y2015	GC	October	H7553	25	None
Y2015	GC	November	H7553	25	None
Y2015	GC	September	H7558	23	None
Y2015	GC	October	H7558	28	None
Y2007	HC	July	H757	18	None
Y2007	HC	July	H757	21	None
Y2007	HC	August	H757	22	None
Y2016	GC	June	H7572	21	None
Y2016	GC	July	H7587	17	None
Y2016	GC	August	H7587	17	None
Y2016	GC	August	H7587	18	None
Y2016	GC	September	H7587	21	None
Y2016	GC	June	H7594	28	None
Y2016	GC	June	H7594	26	None
Y2016	GC	July	H7594	26	None
Y2016	GC	August	H7594	26	None
Y2016	GC	September	H7594	29	None
Y2015	GC	October	H7596	18	None
Y2015	GC	October	H7596	19	None
Y2015	GC	November	H7596	21	None
Y2016	GC	May	H7596	26	None
Y2016	GC	June	H7596	26	None
Y2016	GC	June	H7596	22	None
Y2016	GC	July	H7596	23	None
Y2016	GC	August	H7596	21	None
Y2016	GC	August	H7596	24	None
Y2015	GC	October	H7600	24	None
Y2015	GC	October	H7603	27	None
Y2016	GC	May	H7603	33	None
Y2016	GC	June	H7603	29	None
Y2016	GC	July	H7603	26	None
Y2016	GC	August	H7603	26	None
Y2016	GC	August	H7603	25	None
Y2016	GC	September	H7603	26	None
Y2016	GC	May	H7608	28	None
Y2016	GC	June	H7608	28	None
Y2016	GC	September	H7610	26	None
Y2015	GC	November	H7622	26	None
Y2015	GC	October	H7627	25	None
Y2016	GC	June	H7635	28	None
Y2016	GC	October	H7640	28	None
Y2016	GC	May	H7643	15	None
Y2016	GC	June	H7643	21	None
Y2016	GC	June	H7643	20	None
Y2016	GC	July	H7643	23	None
Y2016	GC	August	H7643	23	None
Y2016	GC	August	H7643	23	None
Y2016	GC	September	H7643	24	None
Y2016	GC	October	H7643	24	None
Y2016	GC	October	H7643	25	None
Y2016	GC	June	H7648	17	None
Y2016	GC	June	H7664	23	None
Y2016	GC	May	H7666	21	None
Y2016	GC	May	H7667	18	None
Y2015	GC	October	H7678	22	None
Y2015	GC	November	H7678	24	None
Y2016	GC	May	H7678	31	None
Y2016	GC	May	H7678	31	None
Y2016	GC	July	H7678	26	None
Y2016	GC	August	H7678	26	None
Y2016	GC	August	H7678	26	None
Y2016	GC	September	H7678	25	None
Y2016	GC	October	H7678	25	None
Y2016	GC	October	H7678	25	None
Y2016	GC	May	H7681	25	None
Y2016	GC	July	H7681	26	None
Y2016	GC	August	H7681	27	None
Y2016	GC	August	H7681	26	None
Y2016	GC	September	H7681	32	None
Y2015	GC	October	H7685	23	None
Y2016	GC	August	H7693	19	None
Y2016	GC	August	H7693	18	None
Y2007	HC	July	H770	23	None
Y2007	HC	July	H770	24	None
Y2007	HC	August	H770	27	None
Y2007	HC	September	H770	21	None
Y2007	HC	October	H770	24	None
Y2007	HC	October	H770	21	None
Y2016	GC	May	H7703	28	None
Y2016	GC	June	H7703	28	None
Y2016	GC	June	H7703	27	None
Y2016	GC	July	H7703	24	None
Y2016	GC	August	H7703	24	None
Y2016	GC	August	H7703	24	None
Y2016	GC	September	H7703	28	None
Y2016	GC	October	H7703	22	None
Y2016	GC	October	H7703	26	None
Y2016	GC	May	H7704	31	None
Y2016	GC	June	H7704	29	None
Y2016	GC	June	H7704	24	None
Y2016	GC	July	H7704	24	None
Y2016	GC	August	H7704	23	None
Y2016	GC	August	H7704	22	None
Y2016	GC	May	H7708	27	None
Y2016	GC	June	H7708	23	None
Y2007	HC	July	H771	26	None
Y2016	GC	May	H7710	28	None
Y2016	GC	June	H7710	26	None
Y2016	GC	May	H7713	29	None
Y2016	GC	June	H7713	29	None
Y2016	GC	June	H7713	25	None
Y2016	GC	July	H7713	24	None
Y2016	GC	August	H7713	25	None
Y2016	GC	August	H7713	25	None
Y2016	GC	September	H7713	27	None
Y2016	GC	October	H7713	21	None
Y2016	GC	October	H7713	25	None
Y2016	GC	June	H7716	18	None
Y2016	GC	June	H7718	16	None
Y2007	HC	August	H772	21	None
Y2007	HC	October	H772	21	None
Y2007	HC	October	H772	22	None
Y2016	GC	June	H7723	18	None
Y2016	GC	July	H7723	20	None
Y2016	GC	August	H7723	20	None
Y2016	GC	August	H7723	20	None
Y2016	GC	September	H7723	21	None
Y2016	GC	June	H7724	18	None
Y2016	GC	July	H7724	18	None
Y2016	GC	August	H7724	19	None
Y2016	GC	August	H7724	19	None
Y2016	GC	September	H7724	22	None
Y2016	GC	October	H7724	21	None
Y2016	GC	October	H7724	23	None
Y2007	HC	July	H773	23	None
Y2016	GC	June	H7734	20	None
Y2016	GC	August	H7734	22	None
Y2016	GC	August	H7734	21	None
Y2016	GC	September	H7734	24	None
Y2016	GC	June	H7739	19	None
Y2016	GC	July	H7739	21	None
Y2016	GC	August	H7739	21	None
Y2016	GC	August	H7739	20	None
Y2016	GC	June	H7743	20	None
Y2016	GC	August	H7743	21	None
Y2016	GC	August	H7743	22	None
Y2016	GC	September	H7743	24	None
Y2016	GC	October	H7743	23	None
Y2016	GC	October	H7743	23	None
Y2016	GC	July	H7746	18	None
Y2016	GC	August	H7746	20	None
Y2016	GC	August	H7746	18	None
Y2016	GC	September	H7746	20	None
Y2016	GC	October	H7746	21	None
Y2016	GC	August	H7747	18	None
Y2016	GC	September	H7747	20	None
Y2016	GC	October	H7747	21	None
Y2016	GC	October	H7747	27	None
Y2016	GC	August	H7750	19	None
Y2016	GC	August	H7754	18	None
Y2016	GC	August	H7754	19	None
Y2016	GC	October	H7757	18	None
Y2016	GC	July	H7758	15	None
Y2016	GC	June	H7760	21	None
Y2016	GC	July	H7760	24	None
Y2016	GC	August	H7760	20	None
Y2016	GC	August	H7760	23	None
Y2016	GC	September	H7760	22	None
Y2016	GC	October	H7760	24	None
Y2016	GC	July	H7765	20	None
Y2016	GC	July	H7768	20	None
Y2016	GC	August	H7768	21	None
Y2016	GC	August	H7768	21	None
Y2016	GC	September	H7768	21	None
Y2016	GC	October	H7768	22	None
Y2016	GC	July	H7774	20	None
Y2016	GC	June	H7778	26	None
Y2016	GC	June	H7778	23	None
Y2016	GC	August	H7778	25	None
Y2016	GC	September	H7778	27	None
Y2016	GC	October	H7778	23	None
Y2016	GC	October	H7778	24	None
Y2007	HC	August	H778	27	None
Y2016	GC	June	H7780	24	None
Y2016	GC	July	H7780	22	None
Y2016	GC	July	H7780	24	None
Y2016	GC	August	H7780	25	None
Y2016	GC	August	H7780	21	None
Y2016	GC	September	H7780	27	None
Y2016	GC	June	H7781	20	None
Y2016	GC	August	H7781	20	None
Y2016	GC	August	H7781	23	None
Y2016	GC	September	H7781	22	None
Y2016	GC	June	H7785	20	None
Y2016	GC	August	H7785	20	None
Y2016	GC	August	H7785	20	None
Y2016	GC	September	H7785	23	None
Y2016	GC	October	H7785	22	None
Y2016	GC	October	H7785	22	None
Y2016	GC	October	H7796	20	None
Y2016	GC	June	H7797	21	None
Y2016	GC	August	H7798	16	None
Y2016	GC	August	H7798	17	None
Y2016	GC	June	H7799	20	None
Y2007	HC	August	H780	22	None
Y2016	GC	June	H7801	20	None
Y2016	GC	July	H7801	20	None
Y2016	GC	August	H7801	22	None
Y2016	GC	August	H7801	19	None
Y2016	GC	September	H7801	23	None
Y2016	GC	September	H7801	22	None
Y2016	GC	June	H7802	20	None
Y2016	GC	June	H7802	22	None
Y2016	GC	July	H7802	21	None
Y2016	GC	August	H7802	21	None
Y2016	GC	August	H7802	22	None
Y2016	GC	September	H7802	23	None
Y2016	GC	June	H7803	15	None
Y2016	GC	June	H7805	24	None
Y2016	GC	June	H7805	24	None
Y2016	GC	July	H7805	28	None
Y2016	GC	August	H7805	25	None
Y2016	GC	September	H7805	25	None
Y2016	GC	October	H7805	25	None
Y2016	GC	June	H7808	26	None
Y2007	HC	October	H781	21	None
Y2007	HC	October	H781	24	None
Y2016	GC	July	H7815	17	None
Y2016	GC	August	H7815	20	None
Y2016	GC	September	H7815	21	None
Y2016	GC	October	H7815	21	None
Y2016	GC	October	H7815	23	None
Y2016	GC	June	H7821	27	None
Y2016	GC	July	H7821	28	None
Y2016	GC	August	H7821	27	None
Y2016	GC	June	H7824	29	None
Y2016	GC	July	H7827	18	None
Y2016	GC	August	H7827	18	None
Y2016	GC	August	H7827	21	None
Y2016	GC	July	H7828	24	None
Y2016	GC	August	H7828	27	None
Y2016	GC	September	H7828	29	None
Y2016	GC	October	H7828	25	None
Y2016	GC	July	H7830	20	None
Y2016	GC	July	H7835	20	None
Y2016	GC	August	H7835	18	None
Y2016	GC	July	H7836	16	None
Y2016	GC	August	H7836	16	None
Y2016	GC	June	H7840	26	None
Y2007	HC	July	H785	18	None
Y2007	HC	August	H785	19	None
Y2016	GC	June	H7876	18	None
Y2016	GC	July	H7876	20	None
Y2016	GC	August	H7876	20	None
Y2016	GC	September	H7876	20	None
Y2016	GC	October	H7876	20	None
Y2016	GC	October	H7876	24	None
Y2016	GC	June	H7879	17	None
Y2016	GC	June	H7882	18	None
Y2016	GC	June	H7882	20	None
Y2016	GC	June	H7883	18	None
Y2016	GC	July	H7883	23	None
Y2016	GC	August	H7883	19	None
Y2016	GC	August	H7883	17	None
Y2016	GC	September	H7883	21	None
Y2016	GC	October	H7883	22	None
Y2016	GC	October	H7883	21	None
Y2016	GC	June	H7886	19	None
Y2016	GC	June	H7889	20	None
Y2016	GC	June	H7891	19	None
Y2016	GC	July	H7892	19	None
Y2016	GC	August	H7896	18	None
Y2016	GC	July	H7899	21	None
Y2016	GC	August	H7899	20	None
Y2016	GC	June	H7904	21	None
Y2016	GC	August	H7906	16	None
Y2016	GC	August	H7906	17	None
Y2016	GC	September	H7906	21	None
Y2016	GC	August	H7907	18	None
Y2016	GC	October	H7908	21	None
Y2016	HC	August	H7908	21	None
Y2007	HC	July	H791	25	None
Y2007	HC	August	H791	27	None
Y2007	HC	September	H791	24	None
Y2007	HC	October	H791	24	None
Y2016	GC	August	H7910/H8108	17	None
Y2016	GC	September	H7910/H8108	19	None
Y2016	GC	June	H7913	25	None
Y2016	GC	August	H7913	26	None
Y2016	GC	July	H7916	20	None
Y2016	GC	August	H7916	21	None
Y2016	GC	July	H7921	25	None
Y2016	GC	August	H7921	24	None
Y2016	GC	August	H7921	23	None
Y2016	GC	September	H7921	28	None
Y2016	GC	October	H7921	25	None
Y2016	GC	August	H7934	18	None
Y2016	GC	August	H7936	16	None
Y2016	GC	September	H7944	20	None
Y2016	GC	August	H7945	18	None
Y2016	GC	August	H7949	17	None
Y2016	GC	September	H7950	18	None
Y2016	GC	August	H7953	20	None
Y2016	GC	August	H7954	16	None
Y2016	GC	September	H7954	19	None
Y2016	GC	July	H7957	22	None
Y2016	GC	October	H7957	22	None
Y2016	GC	August	H7977	19	None
Y2016	GC	September	H7977	20	None
Y2016	GC	August	H7978	17	None
Y2016	GC	August	H7986	18	None
Y2016	GC	August	H7987	21	None
Y2016	GC	August	H7989	20	None
Y2016	GC	July	H7992	19	None
Y2016	GC	August	H7992	18	None
Y2016	GC	August	H7992	17	None
Y2016	GC	October	H7992	20	None
Y2016	GC	October	H7992	23	None
Y2016	GC	July	H7997	22	None
Y2016	GC	August	H7997	22	None
Y2016	GC	August	H7997	25	None
Y2016	GC	September	H7997	27	None
Y2016	GC	October	H7997	24	None
Y2016	GC	October	H7997	26	None
Y2016	GC	July	H7998	17	None
Y2016	GC	August	H7998	21	None
Y2016	GC	July	H7999	22	None
Y2016	GC	August	H7999	22	None
Y2016	GC	September	H7999	22	None
Y2016	GC	October	H7999	22	None
Y2016	GC	October	H7999	23	None
Y2016	GC	July	H8000	20	None
Y2016	GC	August	H8000	17	None
Y2016	GC	October	H8000	21	None
Y2016	GC	July	H8004	16	None
Y2016	GC	August	H8004	17	None
Y2016	GC	July	H8005	19	None
Y2016	GC	July	H8007	18	None
Y2016	GC	August	H8007	19	None
Y2016	GC	September	H8007	22	None
Y2016	GC	October	H8007	22	None
Y2016	GC	October	H8007	22	None
Y2016	GC	July	H8008	18	None
Y2016	GC	August	H8008	19	None
Y2016	GC	August	H8008	20	None
Y2016	GC	September	H8008	23	None
Y2016	GC	August	H8009	16	None
Y2016	GC	August	H8009	18	None
Y2007	HC	July	H801	24	None
Y2007	HC	August	H801	25	None
Y2007	HC	October	H801	22	None
Y2016	GC	July	H8011	18	None
Y2016	GC	July	H8013	19	None
Y2016	GC	August	H8013	22	None
Y2016	GC	July	H8015	27	None
Y2016	GC	September	H8015	28	None
Y2016	GC	October	H8015	29	None
Y2016	GC	August	H8017	15	None
Y2016	GC	October	H8017	18	None
Y2016	GC	October	H8017	20	None
Y2016	GC	August	H8024	19	None
Y2007	HC	July	H803	17	None
Y2016	GC	August	H8031	16	None
Y2016	GC	September	H8031	20	None
Y2016	GC	October	H8031	21	None
Y2016	GC	August	H8032	18	None
Y2016	GC	August	H8032	17	None
Y2016	GC	October	H8032	19	None
Y2016	GC	July	H8033	19	None
Y2016	GC	July	H8034	17	None
Y2016	GC	August	H8034	18	None
Y2016	GC	July	H8036	17	None
Y2016	GC	August	H8036	19	None
Y2016	GC	July	H8037	18	None
Y2016	GC	September	H8037	19	None
Y2016	GC	August	H8038	18	None
Y2016	GC	September	H8038	22	None
Y2016	GC	July	H8040	20	None
Y2016	GC	August	H8040	20	None
Y2016	GC	August	H8040	19	None
Y2016	GC	September	H8040	20	None
Y2016	GC	October	H8040	22	None
Y2016	GC	July	H8041	18	None
Y2016	GC	July	H8044	20	None
Y2016	GC	August	H8045	21	None
Y2016	GC	August	H8045	20	None
Y2016	GC	October	H8045	24	None
Y2016	GC	July	H8046	21	None
Y2016	GC	August	H8046	21	None
Y2016	GC	August	H8046	23	None
Y2016	GC	July	H8048	20	None
Y2016	GC	August	H8048	20	None
Y2016	GC	August	H8048	21	None
Y2016	GC	September	H8048	26	None
Y2016	GC	October	H8048	22	None
Y2016	GC	October	H8048	23	None
Y2016	GC	July	H8049	19	None
Y2007	HC	September	H805	18	None
Y2007	HC	October	H805	17	None
Y2007	HC	October	H805	21	None
Y2016	GC	July	H8050	18	None
Y2016	GC	September	H8050	23	None
Y2016	GC	October	H8050	25	None
Y2016	GC	August	H8072	18	None
Y2016	GC	August	H8072	18	None
Y2016	GC	September	H8072	19	None
Y2016	GC	July	H8073	22	None
Y2016	GC	August	H8073	20	None
Y2016	GC	August	H8073	19	None
Y2016	GC	July	H8074	19	None
Y2016	GC	August	H8074	21	None
Y2016	GC	September	H8076	18	None
Y2016	GC	October	H8076	21	None
Y2016	GC	October	H8076	21	None
Y2016	GC	August	H8078	18	None
Y2016	GC	September	H8078	20	None
Y2016	GC	October	H8078	23	None
Y2016	GC	October	H8078	21	None
Y2007	HC	August	H808	27	None
Y2016	GC	September	H8100	19	None
Y2016	GC	October	H8100	22	None
Y2016	GC	August	H8102	16	None
Y2007	HC	September	H811	20	None
Y2007	HC	October	H811	19	None
Y2007	HC	October	H811	21	None
Y2016	GC	August	H8110	18	None
Y2016	GC	August	H8110	21	None
Y2016	GC	September	H8111	18	None
Y2016	GC	September	H8124	22	None
Y2016	GC	October	H8124	23	None
Y2016	GC	October	H8124	22	None
Y2016	GC	October	H8134	20	None
Y2016	GC	October	H8135	22	None
Y2016	GC	October	H8137	20	None
Y2016	GC	October	H8144	19	None
Y2016	GC	October	H8144	21	None
Y2016	GC	October	H8163	25	None
Y2016	GC	October	H8166	25	None
Y2016	GC	October	H8167	23	None
Y2016	GC	September	H8168	20	None
Y2016	GC	September	H8169	21	None
Y2016	GC	August	H8178	18	None
Y2016	GC	August	H8178	23	None
Y2016	GC	September	H8178	20	None
Y2007	HC	July	H818	16	None
Y2016	GC	September	H8182	20	None
Y2016	GC	October	H8182	23	None
Y2016	GC	September	H8187	18	None
Y2007	HC	July	H819	16	None
Y2016	GC	August	H8192	21	None
Y2016	GC	September	H8192	20	None
Y2016	GC	September	H8199	20	None
Y2016	GC	August	H8205	16	None
Y2016	GC	October	H8208	23	None
Y2016	GC	October	H8210	24	None
Y2016	TC	September	H8210	20	None
Y2016	GC	October	H8211	28	None
Y2007	HC	July	H823	20	None
Y2007	HC	July	H823	20	None
Y2007	HC	August	H823	22	None
Y2016	GC	August	H8230	21	None
Y2016	GC	September	H8230	22	None
Y2016	GC	October	H8230	24	None
Y2016	GC	October	H8230	23	None
Y2016	GC	August	H8232	20	None
Y2016	GC	August	H8232	21	None
Y2016	GC	September	H8232	18	None
Y2016	GC	August	H8237	18	None
Y2016	GC	August	H8237	19	None
Y2016	GC	September	H8237	21	None
Y2016	GC	October	H8241	22	None
Y2016	GC	October	H8244	25	None
Y2016	GC	October	H8246	26	None
Y2007	HC	July	H825	18	None
Y2007	HC	August	H825	20	None
Y2016	GC	August	H8256	19	None
Y2016	GC	August	H8257	19	None
Y2016	GC	August	H8257	17	None
Y2016	GC	September	H8257	19	None
Y2016	GC	August	H8262	16	None
Y2016	GC	September	H8262	19	None
Y2016	GC	August	H8264	19	None
Y2016	GC	September	H8264	22	None
Y2016	GC	October	H8264	21	None
Y2007	HC	July	H827	29	None
Y2016	GC	August	H8270	21	None
Y2016	GC	August	H8270	20	None
Y2016	GC	August	H8278	17	None
Y2016	GC	August	H8280	22	None
Y2016	GC	October	H8280	25	None
Y2016	GC	September	H8283	19	None
Y2016	GC	October	H8283	20	None
Y2016	GC	October	H8283	22	None
Y2016	GC	October	H8291	25	None
Y2007	HC	July	H830	26	None
Y2007	HC	September	H832	21	None
Y2007	HC	October	H832	20	None
Y2007	HC	October	H832	20	None
Y2016	GC	August	H8320	22	None
Y2007	HC	July	H835	32	None
Y2007	HC	August	H835	24	None
Y2016	GC	October	H8380	24	None
Y2016	GC	October	H8381	25	None
Y2016	GC	September	H8383	21	None
Y2016	GC	October	H8384	26	None
Y2016	GC	September	H8388	17	None
Y2016	GC	October	H8388	19	None
Y2016	GC	September	H8389	24	None
Y2016	GC	September	H8394	17	None
Y2016	GC	October	H8394	20	None
Y2016	GC	October	H8394	22	None
Y2016	GC	September	H8395	22	None
Y2016	GC	September	H8397	19	None
Y2016	HC	August	H8408	22	None
Y2016	HC	September	H8408	25	None
Y2016	HC	October	H8408	25	None
Y2016	HC	August	H8414	22	None
Y2016	HC	September	H8414	25	None
Y2016	HC	September	H8416	17	None
Y2016	HC	October	H8416	18	None
Y2016	HC	October	H8421	21	None
Y2016	HC	September	H8423	29	None
Y2016	HC	September	H8424	22	None
Y2016	HC	October	H8424	26	None
Y2016	HC	September	H8426	20	None
Y2016	HC	September	H8426	19	None
Y2016	HC	October	H8426	21	None
Y2016	HC	September	H8428	20	None
Y2016	HC	September	H8428	19	None
Y2016	HC	October	H8428	20	None
Y2016	HC	August	H8434	22	None
Y2016	HC	September	H8434	20	None
Y2016	HC	September	H8435	17	None
Y2016	HC	October	H8435	19	None
Y2016	HC	August	H8437	24	None
Y2016	HC	September	H8437	23	None
Y2016	HC	September	H8437	24	None
Y2016	HC	August	H8439	21	None
Y2007	HC	August	H844	18	None
Y2007	HC	September	H844	22	None
Y2007	HC	October	H844	21	None
Y2016	HC	September	H8441	14	None
Y2016	HC	August	H8443	18	None
Y2016	HC	September	H8443	18	None
Y2016	HC	September	H8443	22	None
Y2016	HC	August	H8473	19	None
Y2016	HC	September	H8473	21	None
Y2016	HC	September	H8473	20	None
Y2016	HC	August	H8474	19	None
Y2016	HC	September	H8474	20	None
Y2016	HC	October	H8489	16	None
Y2007	HC	October	H849	23	None
Y2016	HC	September	H8491	21	None
Y2016	HC	September	H8491	18	None
Y2016	HC	October	H8491	19	None
Y2016	HC	September	H8495	18	None
Y2016	HC	October	H8495	20	None
Y2016	HC	August	H8498	24	None
Y2016	HC	September	H8498	22	None
Y2016	HC	September	H8498	21	None
Y2016	HC	October	H8498	20	None
Y2007	HC	September	H850	20	None
Y2007	HC	October	H850	19	None
Y2007	HC	September	H851	17	None
Y2007	HC	October	H851	19	None
Y2016	HC	September	H8512	22	None
Y2016	HC	September	H8513	21	None
Y2016	HC	September	H8516	20	None
Y2016	HC	October	H8518	20	None
Y2016	HC	October	H8519	22	None
Y2016	HC	September	H8527	24	None
Y2016	HC	October	H8527	20	None
Y2016	HC	September	H8532	20	None
Y2016	HC	September	H8533	20	None
Y2016	HC	September	H8536	21	None
Y2016	HC	October	H8536	21	None
Y2016	HC	September	H8537	18	None
Y2016	HC	September	H8550	25	None
Y2016	HC	September	H8550	26	None
Y2016	HC	October	H8550	25	None
Y2007	HC	October	H856	27	None
Y2016	HC	September	H8572	16	None
Y2016	HC	September	H8572	19	None
Y2016	HC	October	H8572	19	None
Y2016	HC	September	H8574	20	None
Y2016	HC	September	H8574	23	None
Y2016	HC	October	H8574	22	None
Y2016	HC	September	H8575	19	None
Y2016	HC	September	H8575	20	None
Y2016	HC	September	H8578	20	None
Y2016	HC	September	H8579	23	None
Y2016	HC	October	H8579	21	None
Y2016	HC	September	H8581	21	None
Y2016	HC	October	H8584	19	None
Y2016	HC	October	H8585	20	None
Y2008	HC	May	H860	20	None
Y2008	HC	May	H860	22	None
Y2008	HC	June	H860	22	None
Y2008	HC	July	H860	23	None
Y2008	HC	August	H860	24	None
Y2016	HC	September	H8604	23	None
Y2008	HC	June	H861	27	None
Y2008	HC	August	H861	23	None
Y2008	HC	July	H862	19	None
Y2007	HC	October	H866	26	None
Y2016	HC	September	H8676	18	None
Y2016	HC	October	H8679	26	None
Y2016	HC	October	H8682	21	None
Y2008	HC	September	H871	20	None
Y2008	HC	October	H871	23	None
Y2008	HC	October	H871	23	None
Y2016	GC	September	H8741	20	None
Y2007	HC	July	H877	19	None
Y2007	HC	August	H879	23	None
Y2007	HC	August	H880	29	None
Y2007	HC	September	H880	26	None
Y2007	HC	August	H882	22	None
Y2016	HC	September	H8926	21	None
Y2008	HC	September	H893	23	None
Y2008	HC	October	H894	20	None
Y2008	HC	October	H894	24	None
Y2008	HC	September	H895	22	None
Y2008	HC	October	H895	22	None
Y2008	HC	October	H895	23	None
Y2008	HC	September	H896	19	None
Y2008	HC	October	H896	21	None
Y2008	HC	October	H896/H1166	24	None
Y2008	HC	September	H897	23	None
Y2008	HC	October	H897	22	None
Y2008	HC	October	H897	24	None
Y2008	HC	September	H898	21	None
Y2008	HC	October	H899/H964	23	None
Y2008	HC	October	H900	21	None
Y2008	HC	October	H900	25	None
Y2008	HC	October	H903	22	None
Y2008	HC	August	H909	23	None
Y2008	HC	August	H910	26	None
Y2008	HC	September	H910	27	None
Y2016	TC	July	H9102	21	None
Y2016	TC	July	H9102	17	None
Y2016	TC	October	H9102	22	None
Y2016	TC	July	H9106	16	None
Y2016	TC	July	H9106	16	None
Y2016	TC	August	H9106	17	None
Y2016	TC	September	H9106	22	None
Y2016	TC	September	H9106	19	None
Y2016	TC	October	H9106	19	None
Y2016	TC	June	H9107	27	None
Y2016	TC	August	H9107	28	None
Y2016	TC	August	H9107	28	None
Y2016	TC	September	H9107	30	None
Y2016	TC	August	H9114	21	None
Y2016	TC	June	H9115	27	None
Y2016	TC	July	H9115	26	None
Y2016	TC	July	H9115	27	None
Y2016	TC	August	H9115	26	None
Y2016	TC	August	H9115	29	None
Y2016	TC	September	H9115	26	None
Y2016	TC	October	H9115	27	None
Y2016	TC	July	H9117	24	None
Y2016	TC	June	H9119	20	None
Y2008	HC	August	H912	20	None
Y2008	HC	August	H912	23	None
Y2008	HC	September	H912	25	None
Y2008	HC	October	H912	22	None
Y2008	HC	October	H912	23	None
Y2016	TC	June	H9121	16	None
Y2016	TC	July	H9121	15	None
Y2016	TC	July	H9121	15	None
Y2016	TC	August	H9121	18	None
Y2016	TC	June	H9122	19	None
Y2016	TC	July	H9122	20	None
Y2016	TC	July	H9122	20	None
Y2016	TC	August	H9122	22	None
Y2016	TC	August	H9122	21	None
Y2016	TC	September	H9122	22	None
Y2016	TC	October	H9122	22	None
Y2016	TC	June	H9132	28	None
Y2016	TC	July	H9132	27	None
Y2016	TC	August	H9132	26	None
